id,target
300000,0.00017541647
300001,3.874302e-07
300002,0.00043317676
300003,0.0002799332
300004,0.10680294
300005,0.9361036
300006,0.9999968
300007,0.0
300008,0.9999963
300009,0.07392424
300010,0.010650307
300011,0.99606705
300012,8.940697e-08
300013,0.9432168
300014,0.00100559
300015,1.0
300016,9.2983246e-05
300017,0.97478884
300018,0.9999883
300019,0.9764936
300020,3.874302e-07
300021,0.9302817
300022,0.0
300023,0.0
300024,7.6293945e-06
300025,0.0
300026,0.0
300027,0.0
300028,0.0
300029,3.2812357e-05
300030,1.1920929e-07
300031,0.9136666
300032,0.0003105104
300033,0.9812902
300034,0.046974987
300035,0.058529645
300036,0.112758964
300037,1.1920929e-07
300038,0.0013390481
300039,1.0
300040,0.0
300041,0.0
300042,0.0
300043,0.0
300044,0.00025340915
300045,0.08612183
300046,5.9604645e-08
300047,0.9999981
300048,0.9999988
300049,0.9862963
300050,0.0
300051,0.0008021891
300052,2.9802322e-08
300053,0.0
300054,0.0007891655
300055,2.130866e-05
300056,0.0
300057,0.0
300058,0.26614588
300059,0.9955848
300060,0.8586985
300061,0.8024746
300062,0.0
300063,0.00024142861
300064,0.0
300065,0.04223892
300066,8.940697e-08
300067,5.662441e-07
300068,0.644934
300069,0.9955113
300070,0.99782014
300071,0.99636734
300072,0.0021377802
300073,0.99999857
300074,6.964803e-05
300075,0.0
300076,0.31719822
300077,1.2993813e-05
300078,0.016109198
300079,0.085697025
300080,0.0
300081,8.177757e-05
300082,1.0
300083,0.0016707778
300084,0.95203435
300085,0.00023883581
300086,0.998006
300087,2.3841858e-07
300088,0.024603844
300089,0.34167767
300090,0.0
300091,1.0
300092,7.146597e-05
300093,1.013279e-06
300094,0.97788966
300095,0.99407667
300096,3.543496e-05
300097,0.30064744
300098,0.0
300099,0.9944541
300100,0.0
300101,0.9999994
300102,0.0
300103,0.29271507
300104,0.12893063
300105,0.0
300106,4.7683716e-07
300107,0.0
300108,6.824732e-05
300109,0.0
300110,1.0
300111,8.34465e-07
300112,0.0
300113,0.4250068
300114,0.9999999
300115,0.0
300116,1.0
300117,0.92946744
300118,1.1920929e-07
300119,9.030104e-06
300120,0.0
300121,0.7141334
300122,3.066659e-05
300123,0.9738803
300124,0.0
300125,0.00034287572
300126,5.2452087e-06
300127,0.99453586
300128,1.0
300129,0.15731212
300130,0.21482515
300131,0.0005031526
300132,0.9965043
300133,0.8680304
300134,0.9950215
300135,0.20298335
300136,0.0
300137,0.28899592
300138,5.2839518e-05
300139,1.0
300140,0.91126513
300141,0.0
300142,0.0
300143,0.72153175
300144,3.516674e-06
300145,0.0
300146,1.0
300147,0.0
300148,0.008811921
300149,0.0
300150,0.0
300151,5.9604645e-08
300152,1.0
300153,0.99225664
300154,0.3376639
300155,0.19943425
300156,1.3619661e-05
300157,0.0
300158,1.1384487e-05
300159,6.2584877e-07
300160,0.0
300161,0.9984256
300162,0.0018317997
300163,0.97391164
300164,0.9999999
300165,0.0
300166,2.682209e-07
300167,0.0
300168,0.005203396
300169,4.3213367e-06
300170,0.022963494
300171,0.6950472
300172,5.4210424e-05
300173,0.0
300174,0.0
300175,0.0
300176,0.0
300177,0.96411836
300178,0.0
300179,1.7881393e-07
300180,1.0371208e-05
300181,0.23191899
300182,0.9239766
300183,1.0
300184,0.8056861
300185,0.0028263628
300186,0.0
300187,0.49155733
300188,0.06431842
300189,0.00031796098
300190,0.00046002865
300191,0.64274406
300192,0.2993235
300193,0.0
300194,0.0005246401
300195,0.0
300196,0.99087393
300197,0.0014352798
300198,3.0249357e-05
300199,0.00011512637
300200,0.0005560219
300201,0.71102715
300202,0.0031731725
300203,0.0
300204,0.6973116
300205,0.99994814
300206,0.08980805
300207,0.9993679
300208,0.0
300209,0.99724764
300210,0.43646735
300211,0.9999903
300212,0.0
300213,1.0
300214,0.0042622685
300215,0.0
300216,1.4781952e-05
300217,0.9999999
300218,5.4240227e-06
300219,0.0
300220,0.99938095
300221,0.00029575825
300222,0.0
300223,0.0020555854
300224,0.00026106834
300225,0.0
300226,0.0
300227,0.70738566
300228,0.10017258
300229,0.99981874
300230,5.5134296e-06
300231,0.0
300232,0.0
300233,0.004849434
300234,0.002883166
300235,0.0
300236,4.172325e-07
300237,0.85181975
300238,2.3841858e-07
300239,5.9604645e-08
300240,0.0
300241,0.98021954
300242,0.61849725
300243,1.0
300244,0.81459606
300245,0.0
300246,0.99997306
300247,0.0
300248,0.99968916
300249,5.9604645e-08
300250,0.8877547
300251,1.0
300252,0.0
300253,2.9802322e-07
300254,0.1472717
300255,8.7320805e-06
300256,0.0
300257,0.0
300258,0.0
300259,1.1920929e-07
300260,0.98134345
300261,0.9299971
300262,0.0024505556
300263,1.0
300264,0.75538087
300265,0.0
300266,0.99798214
300267,0.9999988
300268,6.2584877e-07
300269,0.030484706
300270,0.9999999
300271,0.00017440319
300272,0.010478258
300273,0.0
300274,0.999968
300275,0.0
300276,0.0064434707
300277,1.0
300278,0.0
300279,0.004364431
300280,8.7440014e-05
300281,0.0
300282,0.0
300283,8.639693e-05
300284,0.0
300285,0.009020537
300286,0.0
300287,0.0
300288,1.0
300289,0.9952644
300290,0.00057950616
300291,0.06925869
300292,0.999999
300293,1.0
300294,0.0
300295,0.0
300296,0.99621844
300297,0.99701625
300298,0.35476387
300299,1.0
300300,0.085571885
300301,0.82487226
300302,0.0
300303,0.9999968
300304,0.4565068
300305,0.68138534
300306,0.78197706
300307,1.2129545e-05
300308,2.95043e-06
300309,0.0
300310,0.0
300311,0.0
300312,0.0
300313,2.6524067e-06
300314,0.9638977
300315,0.0024300814
300316,0.0
300317,6.0796738e-06
300318,0.0
300319,1.0
300320,0.587526
300321,0.0
300322,0.00019869208
300323,0.0
300324,0.00021669269
300325,0.01488474
300326,0.08788651
300327,0.018149376
300328,0.0
300329,0.9996885
300330,0.0011877418
300331,1.54078e-05
300332,0.0011334121
300333,0.9998524
300334,9.089708e-06
300335,6.765127e-06
300336,1.7881393e-07
300337,0.99999976
300338,0.6388345
300339,3.2782555e-06
300340,1.0
300341,0.0002937019
300342,0.96358204
300343,3.3974648e-06
300344,0.003964424
300345,0.00017741323
300346,5.096197e-06
300347,1.0
300348,0.0009290278
300349,0.9843632
300350,0.9956325
300351,0.0003607273
300352,8.940697e-08
300353,0.0
300354,0.42084134
300355,0.8159555
300356,0.0
300357,5.4836273e-06
300358,2.3066998e-05
300359,0.9946884
300360,0.0
300361,0.0017466843
300362,0.0
300363,0.06431842
300364,0.0
300365,2.9802322e-08
300366,0.0
300367,0.0
300368,0.024332136
300369,0.04023719
300370,0.0
300371,0.00025892258
300372,3.2782555e-07
300373,0.051261157
300374,0.94305235
300375,0.90307474
300376,0.7621986
300377,0.9987862
300378,0.9932003
300379,0.0
300380,0.0
300381,0.0
300382,0.19968545
300383,0.0029979646
300384,0.0024713576
300385,0.028980821
300386,0.0
300387,0.00020062923
300388,0.0
300389,8.940697e-08
300390,0.08365494
300391,0.004935205
300392,0.9914912
300393,1.1920929e-07
300394,0.0
300395,0.0001437068
300396,0.025491357
300397,0.94282293
300398,0.9968604
300399,0.99977934
300400,0.00064614415
300401,0.0
300402,1.0
300403,0.97692215
300404,0.9999846
300405,0.9964508
300406,0.99999964
300407,0.0
300408,0.0
300409,0.8257691
300410,0.0
300411,0.99999964
300412,0.9990994
300413,4.3809414e-06
300414,9.089708e-06
300415,0.9999281
300416,0.0
300417,1.0
300418,8.174777e-05
300419,4.9471855e-06
300420,0.9999783
300421,0.00013822317
300422,0.0
300423,0.0
300424,0.0
300425,0.00016355515
300426,0.66001314
300427,0.9999998
300428,0.7305129
300429,0.00023683906
300430,0.001106441
300431,2.9802322e-08
300432,3.3915043e-05
300433,0.00023192167
300434,0.9922684
300435,0.0
300436,0.0
300437,4.9889088e-05
300438,0.0
300439,0.12224382
300440,7.748604e-07
300441,0.0
300442,0.9450427
300443,0.0
300444,0.0
300445,1.1920929e-05
300446,0.94758624
300447,0.49515358
300448,0.2703575
300449,0.020931453
300450,0.6447393
300451,0.0
300452,1.0
300453,0.99999994
300454,0.9999666
300455,1.7881393e-07
300456,0.7781513
300457,0.09864876
300458,8.940697e-08
300459,0.0
300460,0.9788109
300461,0.004285753
300462,2.9802322e-08
300463,0.00023269653
300464,0.00095555186
300465,0.0
300466,0.023956448
300467,0.0302943
300468,0.0
300469,0.99992377
300470,0.05051115
300471,0.77543414
300472,0.9994478
300473,0.7548513
300474,0.013226926
300475,1.9073486e-06
300476,0.6073195
300477,0.00016063452
300478,0.8234583
300479,0.0
300480,0.0006761253
300481,0.0011604726
300482,0.72524524
300483,0.98106545
300484,1.1622906e-06
300485,0.0
300486,0.58976644
300487,0.0
300488,0.0012031496
300489,0.00014555454
300490,0.17356464
300491,0.0
300492,0.0006687939
300493,0.0092045665
300494,0.78919554
300495,0.0
300496,1.1920929e-07
300497,0.0
300498,0.67191374
300499,0.06700793
300500,0.0
300501,0.0017848015
300502,0.0027546287
300503,0.891016
300504,0.0
300505,0.0
300506,0.9817929
300507,0.0
300508,0.0
300509,0.00013300776
300510,0.0018540025
300511,0.0038711727
300512,0.0
300513,0.0
300514,1.1920929e-07
300515,0.0
300516,4.6491623e-06
300517,0.0
300518,0.00014436245
300519,0.0
300520,0.0
300521,0.0
300522,8.6545944e-05
300523,2.9802322e-08
300524,0.09026623
