id,target
300000,0.9999996
300001,0.0
300002,0.0
300003,2.682209e-07
300004,0.012153745
300005,0.3914295
300006,0.18196535
300007,0.2008419
300008,0.0
300009,1.92523e-05
300010,0.7094799
300011,0.0
300012,0.006645173
300013,0.99966663
300014,7.748604e-07
300015,1.0
300016,0.0
300017,0.9999791
300018,0.014743835
300019,1.0
300020,0.00023207068
300021,0.007614702
300022,0.0
300023,0.0
300024,0.0023438334
300025,0.0
300026,0.0
300027,0.0
300028,2.2858381e-05
300029,0.1774238
300030,6.854534e-07
300031,0.05698213
300032,0.049603075
300033,0.0875448
300034,0.0
300035,4.1604042e-05
300036,0.9581285
300037,3.5881996e-05
300038,0.0026032329
300039,0.09829596
300040,0.0
300041,0.0
300042,0.00025624037
300043,4.172325e-07
300044,0.0
300045,0.95316255
300046,0.0
300047,0.1045841
300048,0.011458635
300049,0.00027400255
300050,2.8669834e-05
300051,0.25144684
300052,0.0
300053,2.771616e-06
300054,0.99985766
300055,0.0016786456
300056,0.42913118
300057,2.3841858e-07
300058,0.0
300059,0.30477744
300060,0.0007662475
300061,0.9490968
300062,2.798438e-05
300063,0.02541846
300064,0.00017336011
300065,5.9604645e-08
300066,0.0
300067,3.2782555e-07
300068,0.032333672
300069,2.5391579e-05
300070,0.0019852817
300071,0.9853883
300072,2.026558e-06
300073,0.06646061
300074,0.0
300075,0.00065654516
300076,0.048303306
300077,0.00033468008
300078,1.5765429e-05
300079,0.982803
300080,0.0
300081,0.0018416941
300082,0.9999995
300083,0.005968958
300084,0.0
300085,0.0
300086,0.0
300087,0.74020493
300088,0.008502275
300089,0.51657665
300090,3.7670135e-05
300091,0.9999956
300092,0.70308036
300093,0.002595514
300094,0.9999999
300095,0.00022473931
300096,0.1850994
300097,0.000729084
300098,1.9669533e-06
300099,0.93086654
300100,0.0
300101,0.19704756
300102,0.6334036
300103,7.748604e-07
300104,0.007655114
300105,0.18973452
300106,0.98447555
300107,0.51963663
300108,0.9567604
300109,0.004625231
300110,0.021647543
300111,0.0
300112,0.9999999
300113,0.99999976
300114,0.09747067
300115,0.9999857
300116,0.0122253895
300117,0.8391558
300118,0.0032843351
300119,0.011770934
300120,0.013145208
300121,0.9807961
300122,0.9999996
300123,0.9752046
300124,0.0
300125,2.9236078e-05
300126,0.00013229251
300127,0.00088101625
300128,0.00020080805
300129,0.9996898
300130,0.0037069023
300131,0.0005697608
300132,0.0
300133,0.09604433
300134,1.0
300135,4.172325e-07
300136,0.0
300137,0.008924484
300138,0.84819406
300139,0.79413384
300140,0.99700975
300141,1.6391277e-06
300142,0.0011171103
300143,1.4066696e-05
300144,0.0
300145,6.6161156e-05
300146,0.9495475
300147,0.0
300148,0.19204101
300149,0.003121972
300150,0.0
300151,0.0
300152,8.136034e-06
300153,0.9727969
300154,0.021443218
300155,0.0
300156,0.04999745
300157,0.0
300158,2.9802322e-06
300159,0.032143146
300160,1.4305115e-06
300161,0.00027817488
300162,0.0
300163,0.99761325
300164,0.0
300165,0.9979441
300166,4.7683716e-07
300167,0.00037568808
300168,2.3841858e-07
300169,0.24374506
300170,2.2411346e-05
300171,0.111932695
300172,0.122370005
300173,0.0314219
300174,0.0003297031
300175,0.92446065
300176,0.86887825
300177,0.6439081
300178,0.24343327
300179,1.7881393e-07
300180,0.0025300682
300181,0.0003605485
300182,0.09466919
300183,2.9802322e-06
300184,0.9998704
300185,0.2490116
300186,1.1920929e-07
300187,1.0
300188,1.0
300189,0.8322496
300190,0.998317
300191,0.99999994
300192,0.024159014
300193,0.0
300194,3.3080578e-06
300195,0.0
300196,0.0070614815
300197,2.682209e-07
300198,0.00021466613
300199,0.9998358
300200,0.025640935
300201,0.016204685
300202,0.0
300203,0.2292119
300204,0.00027629733
300205,0.9812616
300206,9.834766e-07
300207,7.480383e-06
300208,0.0003925562
300209,0.0
300210,0.008132756
300211,0.9999994
300212,0.72761476
300213,1.0
300214,3.5762787e-06
300215,0.00010281801
300216,4.7683716e-07
300217,0.011214584
300218,0.0
300219,0.0
300220,0.8649194
300221,4.440546e-06
300222,3.0696392e-06
300223,0.999996
300224,0.98878
300225,0.0028297007
300226,7.5399876e-06
300227,0.0
300228,0.9980646
300229,0.0
300230,0.00038444996
300231,0.72165287
300232,0.0
300233,0.99729943
300234,0.0021567345
300235,0.002361089
300236,1.5795231e-06
300237,0.9655733
300238,0.0
300239,0.9991371
300240,0.9999941
300241,0.4371338
300242,0.99999857
300243,0.95028687
300244,2.4676323e-05
300245,0.0987311
300246,0.99996567
300247,0.94113666
300248,0.0939675
300249,0.9734734
300250,0.0014371872
300251,0.9791159
300252,0.0
300253,1.7881393e-07
300254,0.99994564
300255,0.980091
300256,0.0085172355
300257,2.9802322e-07
300258,4.5895576e-06
300259,0.0
300260,0.99999183
300261,0.008589596
300262,0.88480794
300263,0.38206258
300264,0.029390901
300265,0.0
300266,0.99900603
300267,0.99998343
300268,0.0
300269,8.940697e-08
300270,0.9881037
300271,0.0
300272,1.0
300273,0.00029733777
300274,1.0
300275,0.0051567554
300276,2.7120113e-06
300277,0.9999149
300278,3.874302e-06
300279,0.051392615
300280,0.07490909
300281,1.552701e-05
300282,5.9604645e-08
300283,2.9802322e-08
300284,0.0
300285,0.46517986
300286,2.9802322e-08
300287,0.00087842345
300288,0.0002386272
300289,0.00011378527
300290,0.60699624
300291,0.0
300292,0.002114743
300293,6.425381e-05
300294,4.172325e-07
300295,8.106232e-06
300296,1.0
300297,5.9604645e-08
300298,0.0
300299,0.9390778
300300,1.0
300301,0.9996157
300302,1.8239021e-05
300303,0.0
300304,0.040918082
300305,0.79364896
300306,0.9994293
300307,0.53602713
300308,0.0
300309,1.0
300310,1.0
300311,0.0047445
300312,0.0
300313,0.99855375
300314,0.9398827
300315,0.99999446
300316,0.99576265
300317,0.21027675
300318,0.0
300319,0.99997914
300320,0.43461704
300321,0.0
300322,0.0
300323,0.0
300324,2.8133392e-05
300325,0.0
300326,0.023014724
300327,2.9981136e-05
300328,2.7120113e-06
300329,0.79403996
300330,0.02004534
300331,0.98823035
300332,0.0069060028
300333,0.0007998347
300334,0.023172975
300335,0.9981723
300336,2.7567148e-05
300337,1.0
300338,0.0
300339,2.4139881e-05
300340,0.99850464
300341,0.0009790957
300342,0.0276846
300343,3.3676624e-06
300344,0.00010699034
300345,1.2516975e-06
300346,0.0
300347,0.90883553
300348,0.63415533
300349,0.97952354
300350,0.5278032
300351,5.7786703e-05
300352,1.1354685e-05
300353,0.18431574
300354,0.9999989
300355,0.0
300356,0.02015689
300357,0.9977178
300358,0.0
300359,0.0212408
300360,0.0
300361,0.9998896
300362,0.00015607476
300363,0.53846115
300364,1.3411045e-06
300365,3.787875e-05
300366,2.9802322e-08
300367,0.0
300368,0.07632458
300369,5.066395e-07
300370,0.045206964
300371,0.0
300372,0.0077233315
300373,0.9884332
300374,2.95043e-06
300375,1.0
300376,0.8593855
300377,0.58301246
300378,0.79548323
300379,6.595254e-05
300380,0.001552552
300381,0.6437207
300382,0.0295237
300383,0.9999968
300384,6.556511e-07
300385,0.0
300386,1.013279e-06
300387,8.940697e-08
300388,5.3048134e-06
300389,0.8173889
300390,0.96522605
300391,0.00026968122
300392,1.1920929e-06
300393,2.9802322e-08
300394,0.999778
300395,9.23872e-07
300396,0.0014325678
300397,0.0
300398,0.39380258
300399,0.011739582
300400,0.9990902
300401,0.93120563
300402,0.0
300403,0.18549082
300404,0.6608938
300405,0.96232456
300406,0.0032515824
300407,1.847744e-06
300408,0.0001745224
300409,0.09075248
300410,0.5757184
300411,0.0
300412,0.0
300413,0.68442273
300414,0.051318347
300415,0.0004912913
300416,0.0063328445
300417,8.940697e-07
300418,0.0
300419,2.938509e-05
300420,0.3852949
300421,1.013279e-06
300422,0.96285367
300423,0.008316547
300424,0.0
300425,0.0001347363
300426,0.0027958453
300427,2.8908253e-06
300428,0.68085194
300429,0.0012631118
300430,1.9788742e-05
300431,0.0
300432,0.0
300433,0.10225931
300434,0.99984664
300435,0.0
300436,4.4107437e-06
300437,0.0
300438,0.0
300439,0.9282805
300440,0.88824344
300441,2.9802322e-08
300442,0.9999126
300443,1.1026859e-06
300444,0.0
300445,9.268522e-06
300446,0.9220576
300447,0.42387187
300448,0.5025784
300449,1.1920929e-07
300450,0.0018581152
300451,0.0012951195
300452,0.003999114
300453,0.026011944
300454,5.3733587e-05
300455,0.0
300456,0.006073177
300457,0.025608778
300458,0.0016643703
300459,2.3841858e-07
300460,0.981143
300461,3.2782555e-07
300462,0.99999964
300463,0.9964273
300464,0.0
300465,0.11562821
300466,0.004588753
300467,1.9460917e-05
300468,0.0
300469,1.1920929e-07
300470,1.0
300471,0.9999918
300472,0.938746
300473,2.9802322e-07
300474,0.9999187
300475,0.89314026
300476,0.14013755
300477,0.00075751543
300478,0.00012430549
300479,0.0
300480,0.0
300481,0.40881056
300482,0.0
300483,0.0
300484,2.1457672e-06
300485,0.0
300486,0.9999977
300487,0.9562861
300488,0.98042995
300489,0.0
300490,0.012660652
300491,0.0
300492,0.9994309
300493,0.99771553
300494,2.0861626e-07
300495,0.0
300496,9.328127e-06
300497,0.041251093
300498,0.03801188
300499,0.99325025
300500,0.0
300501,0.96913236
300502,0.0
300503,1.0
300504,0.0
300505,2.3841858e-07
300506,0.9898473
300507,0.062613904
300508,2.7120113e-06
300509,0.9999641
300510,0.0
300511,2.8729439e-05
300512,2.9802322e-08
300513,0.34304392
300514,6.303191e-05
300515,1.9669533e-05
300516,3.46303e-05
300517,1.7881393e-07
300518,0.98625034
300519,0.0
300520,6.151199e-05
300521,0.99998844
300522,1.0
300523,0.01739347
300524,2.9802322e-07
300525,0.00012111664
300526,0.019570947
300527,5.9604645e-08
300528,1.7881393e-07
300529,0.999722
300530,0.2514594
300531,0.033314973
300532,0.009475082
300533,3.5762787e-07
300534,0.9807733
300535,0.002309531
300536,0.0
300537,5.066395e-07
300538,0.999992
300539,0.13886929
300540,0.00027260184
300541,0.0
300542,7.748604e-07
300543,4.7683716e-07
300544,0.0
300545,1.1920929e-07
300546,0.020454913
300547,0.0
300548,0.9995167
300549,1.0728836e-06
300550,0.0
300551,0.50825703
300552,0.9825982
300553,0.00057825446
300554,0.0
300555,0.99879324
300556,0.0
300557,0.99984384
300558,1.2308359e-05
300559,1.1920929e-07
300560,0.0018838346
300561,2.3245811e-06
300562,0.0007715225
300563,0.010842413
300564,0.0
300565,0.5089539
300566,0.9995172
300567,0.0
300568,0.99097514
300569,5.364418e-07
300570,0.0007120669
300571,0.9008723
300572,0.0
300573,8.940697e-08
300574,0.0
300575,0.0
300576,0.8249724
300577,0.86827385
300578,1.5676022e-05
300579,0.05156085
300580,0.9997734
300581,0.35435188
300582,3.3080578e-06
300583,0.0002836287
300584,0.8959803
300585,0.4095656
300586,0.013872027
300587,0.99999976
300588,1.0
300589,0.00035348535
300590,0.0034121573
300591,0.04665494
300592,0.00037655234
300593,2.8163195e-05
300594,0.9923521
300595,0.9998708
300596,0.87673074
300597,1.0
300598,0.0
300599,0.040135145
300600,0.99419665
300601,0.010216802
300602,2.2649765e-06
300603,0.0
300604,0.71016216
300605,9.062886e-05
