id,target
300000,0.31744093
300001,0.0032583475
300002,0.54242873
300003,0.49975023
300004,0.9984429
300005,0.4554405
300006,0.45417657
300007,3.963709e-06
300008,0.57252777
300009,0.6881418
300010,2.9802322e-08
300011,8.34465e-07
300012,0.87587214
300013,0.1779499
300014,0.16968489
300015,1.0
300016,8.940697e-08
300017,0.5634446
300018,0.36516982
300019,0.34288487
300020,0.27088922
300021,0.51569474
300022,0.0
300023,0.0
300024,0.4031964
300025,6.5863132e-06
300026,0.0
300027,5.8710575e-06
300028,0.00015369058
300029,0.76314116
300030,6.0230494e-05
300031,0.4951571
300032,0.2805125
300033,0.9924568
300034,4.7385693e-06
300035,0.46430418
300036,0.24390364
300037,7.1525574e-07
300038,0.77372086
300039,0.65225273
300040,0.0
300041,0.027097613
300042,0.0
300043,0.0
300044,1.4901161e-07
300045,0.0017038286
300046,0.00024834275
300047,0.42392045
300048,0.541621
300049,0.036450177
300050,0.15774375
300051,0.98865974
300052,0.027442127
300053,2.8312206e-06
300054,0.37650234
300055,3.784895e-06
300056,0.0030151904
300057,0.004526019
300058,0.4727601
300059,0.0059628487
300060,0.0005347729
300061,0.57460314
300062,0.00024673343
300063,0.5498482
300064,0.08228281
300065,0.0
300066,0.99206424
300067,0.9889537
300068,0.3025303
300069,0.8695572
300070,0.6514829
300071,0.9974061
300072,0.0025454164
300073,0.017762661
300074,0.0
300075,0.0022403896
300076,0.4772395
300077,1.758337e-06
300078,0.56311196
300079,0.06812778
300080,0.0
300081,0.47245812
300082,0.8015458
300083,0.002080351
300084,0.001154393
300085,0.00069221854
300086,0.0051635206
300087,0.137869
300088,0.38199824
300089,0.65648603
300090,0.03931299
300091,0.40750948
300092,0.023980528
300093,0.99947774
300094,0.532919
300095,0.99995714
300096,0.97080946
300097,0.29435152
300098,0.00017154217
300099,0.02100119
300100,0.0
300101,0.7429886
300102,1.847744e-06
300103,5.6922436e-06
300104,0.9635011
300105,0.00084242225
300106,0.20680308
300107,0.2962939
300108,0.00058436394
300109,0.00040391088
300110,0.000636667
300111,7.4505806e-07
300112,9.536743e-07
300113,0.49197185
300114,0.0078394115
300115,0.29107225
300116,0.774742
300117,0.6240249
300118,0.9318583
300119,0.30589062
300120,0.0
300121,0.28141475
300122,0.2175352
300123,0.6821809
300124,5.2452087e-06
300125,0.29540297
300126,0.3127287
300127,0.3654188
300128,0.22337145
300129,0.6152805
300130,0.47018376
300131,0.00041016936
300132,0.9999995
300133,0.5283799
300134,0.842144
300135,0.0008832216
300136,0.001399219
300137,0.6800343
300138,0.99617064
300139,0.018903643
300140,0.61352676
300141,0.0
300142,0.038992554
300143,0.25550932
300144,0.42582512
300145,0.12642723
300146,0.9999866
300147,0.0003296733
300148,0.030338049
300149,8.34465e-07
300150,0.0029591918
300151,0.024257153
300152,0.9992285
300153,0.00080907345
300154,0.4235455
300155,3.4868717e-06
300156,1.0728836e-06
300157,0.0002604425
300158,0.0
300159,0.06346604
300160,3.2901764e-05
300161,0.18745911
300162,0.95323515
300163,0.27552882
300164,0.000443995
300165,0.0
300166,0.0
300167,0.0
300168,0.0010202229
300169,1.5586615e-05
300170,0.1046707
300171,0.90760124
300172,1.1920929e-07
300173,7.3611736e-06
300174,3.993511e-06
300175,0.0
300176,4.4703484e-07
300177,0.5448954
300178,0.33347505
300179,0.50106865
300180,0.9758708
300181,0.13455516
300182,0.75492895
300183,0.82934296
300184,0.76010907
300185,0.29786032
300186,2.3841858e-07
300187,0.00020423532
300188,0.21269551
300189,0.00022637844
300190,0.06109491
300191,0.003847897
300192,0.021765888
300193,0.0007799864
300194,0.00042518973
300195,3.3080578e-06
300196,0.48042494
300197,0.0065888464
300198,0.22889885
300199,0.31933045
300200,1.579523e-05
300201,0.00076150894
300202,0.33803242
300203,0.82076716
300204,0.8950919
300205,4.0084124e-05
300206,0.40752313
300207,0.24225107
300208,0.71599615
300209,0.07966322
300210,0.038756132
300211,0.00010687113
300212,2.0861626e-07
300213,0.9994751
300214,0.00012075901
300215,0.0033804774
300216,6.9737434e-06
300217,0.04852739
300218,3.8146973e-06
300219,4.172325e-07
300220,0.025035173
300221,0.046861947
300222,0.010235995
300223,0.5634793
300224,0.14084035
300225,0.0004887581
300226,0.2954167
300227,7.626414e-05
300228,0.0047644675
300229,0.004750341
300230,0.99756694
300231,0.0001783371
300232,2.5510788e-05
300233,0.55216265
300234,0.99999994
300235,0.24282485
300236,0.00016906857
300237,0.36935413
300238,0.04219696
300239,0.0
300240,1.1622906e-06
300241,0.24492359
300242,0.07929376
300243,0.12813434
300244,0.27357805
300245,0.89715326
300246,0.80464077
300247,0.07161561
300248,0.64120305
300249,2.1457672e-06
300250,0.49708247
300251,0.9991149
300252,3.2782555e-06
300253,0.11623809
300254,0.9826721
300255,1.4901161e-07
300256,1.1891127e-05
300257,5.9604645e-08
300258,0.9840175
300259,0.00038811564
300260,0.7296288
300261,0.45277607
300262,1.5199184e-06
300263,0.67453253
300264,0.44012
300265,0.007443726
300266,0.45640597
300267,0.0042360425
300268,0.36209863
300269,0.38985682
300270,0.0028979778
300271,0.0015603304
300272,0.9999951
300273,2.592802e-05
300274,0.959878
300275,0.0
300276,0.5077977
300277,0.99944794
