id,target
300000,0.22553802
300001,0.34181744
300002,0.19364098
300003,0.24577305
300004,0.81139654
300005,0.30511838
300006,0.3463072
300007,0.10414916
300008,0.4470896
300009,0.43070617
300010,0.36123145
300011,0.21068561
300012,0.4268045
300013,0.29333174
300014,0.25557232
300015,0.42975593
300016,0.1263189
300017,0.5273486
300018,0.35139826
300019,0.56303394
300020,0.22575459
300021,0.36103714
300022,0.08062872
300023,0.010446429
300024,0.35114783
300025,0.038261116
300026,0.006395012
300027,0.12500307
300028,0.10744381
300029,0.49529308
300030,0.21543723
300031,0.26331264
300032,0.19690639
300033,0.28706807
300034,0.08522925
300035,0.32427567
300036,0.18328935
300037,0.15334368
300038,0.41413927
300039,0.57275265
300040,0.076209545
300041,0.14848611
300042,0.2287291
300043,0.19598708
300044,0.1790227
300045,0.19322723
300046,0.08853969
300047,0.34030378
300048,0.6051538
300049,0.13341692
300050,0.14231548
300051,0.54641306
300052,0.23383057
300053,0.0638513
300054,0.4530461
300055,0.20035279
300056,0.06425524
300057,0.06064737
300058,0.32504275
300059,0.48460874
300060,0.13855845
300061,0.5177538
300062,0.33409142
300063,0.4630827
300064,0.054141194
300065,0.48410356
300066,0.23812017
300067,0.1611414
300068,0.39498204
300069,0.69557154
300070,0.45822236
300071,0.3357985
300072,0.3052986
300073,0.2334604
300074,0.106515616
300075,0.20969725
300076,0.42235243
300077,0.31621677
300078,0.34968454
300079,0.08377582
300080,0.032348186
300081,0.34703493
300082,0.811262
300083,0.10021573
300084,0.37005836
300085,0.19925547
300086,0.23975986
300087,0.27892476
300088,0.34275627
300089,0.22945589
300090,0.30988955
300091,0.33340442
300092,0.20311844
300093,0.09819162
300094,0.35948828
300095,0.5022618
300096,0.28296727
300097,0.25710365
300098,0.08097127
300099,0.1101554
300100,0.018077701
300101,0.5149083
300102,0.3198925
300103,0.07417843
300104,0.302948
300105,0.23158583
300106,0.24143136
300107,0.3106414
300108,0.22441614
300109,0.15002382
300110,0.17769924
300111,0.014837563
300112,0.3182721
300113,0.3964464
300114,0.21047333
300115,0.18818465
300116,0.64900345
300117,0.42117238
300118,0.42706645
300119,0.1615366
300120,0.25571948
300121,0.42483255
300122,0.16548747
300123,0.5469782
300124,0.23329678
300125,0.22599316
300126,0.2020328
300127,0.5047399
300128,0.31905234
300129,0.4536201
300130,0.203457
300131,0.27907348
300132,0.23690614
300133,0.3644144
300134,0.5025243
300135,0.097040385
300136,0.04343146
300137,0.51281446
300138,0.86410034
300139,0.38070145
300140,0.46305302
300141,0.40423244
300142,0.11269462
300143,0.26299748
300144,0.3093118
300145,0.29684582
300146,0.50358593
300147,0.0813871
300148,0.2241931
300149,0.15685138
300150,0.11546075
300151,0.026071519
300152,0.19642553
300153,0.43265086
300154,0.44626224
300155,0.16149572
300156,0.33948356
300157,0.054668248
300158,0.1876036
300159,0.26195437
300160,0.115360886
300161,0.2030803
300162,0.1568107
300163,0.1465823
300164,0.30170214
300165,0.070082605
300166,0.051878393
300167,0.044990003
300168,0.1643695
300169,0.20458713
300170,0.33012843
300171,0.7840333
300172,0.100427955
300173,0.015123367
300174,0.051765352
300175,0.15653244
300176,0.2565711
300177,0.5279187
300178,0.21259314
300179,0.200681
300180,0.24750906
300181,0.37122142
300182,0.7539053
300183,0.52434796
300184,0.33685604
300185,0.28243622
300186,0.2283313
300187,0.111251324
300188,0.42110977
300189,0.09130362
300190,0.28700188
300191,0.44155744
300192,0.21159202
300193,0.037816703
300194,0.17300367
300195,0.060602188
300196,0.428486
300197,0.17414936
300198,0.19397873
300199,0.21151859
300200,0.16692466
300201,0.38370064
300202,0.26095733
300203,0.5026514
300204,0.49646208
300205,0.37147433
300206,0.3910311
300207,0.2955616
300208,0.39247447
300209,0.27934992
300210,0.39851823
300211,0.28420395
300212,0.1151028
300213,0.5190776
300214,0.17718083
300215,0.09513062
300216,0.14081544
300217,0.54525864
300218,0.056987286
300219,0.024407297
300220,0.27634406
300221,0.17825177
300222,0.03681165
300223,0.32595727
300224,0.22886425
300225,0.11609721
300226,0.29284194
300227,0.18924549
300228,0.13172916
300229,0.11771169
300230,0.35055196
300231,0.077397734
300232,0.15888113
300233,0.49030355
300234,0.19611743
300235,0.39421406
300236,0.13886696
300237,0.2881891
300238,0.06982577
300239,0.19474927
300240,0.07088366
300241,0.23791653
300242,0.31102276
300243,0.5029071
300244,0.32724673
300245,0.24743026
300246,0.68367064
300247,0.17255044
300248,0.47895098
300249,0.07348588
300250,0.3109805
300251,0.80290127
300252,0.05132425
300253,0.44056275
300254,0.49291152
300255,0.260892
300256,0.2865631
300257,0.042907625
300258,0.1920127
300259,0.3143068
300260,0.6691279
300261,0.33804274
300262,0.23376873
300263,0.58719933
300264,0.48108464
300265,0.087017536
